# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CIB10637_006767	CIB10637_006767	CIB10637_006767-T1	protein_coding	0	0	6	31	0	0	1	0	0	0	0	14	0	0	1	6	0	0	0	0	0	0	0	0	0	15
CIB10637_006768	CIB10637_006768	CIB10637_006768-T1	protein_coding	0	6	3	191	7	0	0	0	0	0	0	166	0	0	2	3	0	0	0	0	0	0	0	0	6	16
CIB10637_006768	CIB10637_006768	CIB10637_006768-T2	protein_coding	0	5	2	74	1	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	5	16
CIB10637_006768	CIB10637_006768	CIB10637_006768-T3	protein_coding	0	5	2	74	1	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	5	16
CIB10637_006769	CIB10637_006769	CIB10637_006769-T1	protein_coding	1	1	0	166	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	1	0	0	1	151
CIB10637_006770	CIB10637_006770	CIB10637_006770-T1	protein_coding	0	1	2	221	0	0	0	0	0	0	0	175	0	0	1	2	0	0	0	0	0	0	0	0	1	45
CIB10637_006772	CIB10637_006772	CIB10637_006772-T1	protein_coding	0	1	5	219	0	0	0	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	0	0	1	191
CIB10637_006773	CIB10637_006773	CIB10637_006773-T1	protein_coding	0	1	2	180	6	0	0	1	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	1	156
CIB10637_006774	CIB10637_006774	CIB10637_006774-T1	protein_coding	0	4	3	122	5	0	0	0	0	0	0	86	0	0	1	3	0	0	0	1	0	0	0	0	3	31
CIB10637_006775	CIB10637_006775	CIB10637_006775-T1	protein_coding	0	3	4	49	0	0	0	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	3	17
CIB10637_006776	CIB10637_006776	CIB10637_006776-T1	protein_coding	0	1	1	52	0	0	0	0	0	0	0	19	0	0	7	1	0	0	0	1	0	0	0	0	0	27
CIB10637_006777	CIB10637_006777	CIB10637_006777-T1	protein_coding	0	1	3	72	0	0	0	0	0	0	0	35	0	0	2	3	0	0	0	0	0	0	0	0	1	35
CIB10637_006778	CIB10637_006778	CIB10637_006778-T1	protein_coding	0	1	2	59	0	0	0	0	0	0	0	38	0	0	1	2	0	0	0	1	0	0	0	0	0	21
CIB10637_006779	CIB10637_006779	CIB10637_006779-T1	protein_coding	0	3	8	85	0	0	0	0	0	0	0	32	0	0	1	8	0	0	0	0	0	0	0	0	3	52
CIB10637_006780	CIB10637_006780	CIB10637_006780-T1	protein_coding	0	4	1	67	0	0	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	4	15
CIB10637_006781	CIB10637_006781	CIB10637_006781-T1	protein_coding	0	0	2	81	0	0	0	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	0	26
CIB10637_006782	CIB10637_006782	CIB10637_006782-T1	protein_coding	0	7	2	93	4	1	3	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	6	54
CIB10637_006783	CIB10637_006783	CIB10637_006783-T1	protein_coding	0	3	0	93	0	0	0	0	0	0	0	54	0	0	1	0	0	0	0	0	0	0	0	0	3	38
CIB10637_006785	CIB10637_006785	CIB10637_006785-T1	protein_coding	0	4	3	57	3	0	1	0	0	0	0	23	0	0	4	3	0	0	0	1	0	0	0	0	4	26
CIB10637_006785	CIB10637_006785	CIB10637_006785-T2	protein_coding	0	4	3	57	4	0	1	0	0	0	0	23	0	0	3	3	0	0	0	1	0	0	0	0	4	26
CIB10637_006786	CIB10637_006786	CIB10637_006786-T1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	22
CIB10637_006787	CIB10637_006787	CIB10637_006787-T1	protein_coding	0	0	4	58	0	0	0	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	0	28
CIB10637_006790	CIB10637_006790	CIB10637_006790-T1	protein_coding	0	1	0	46	2	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	27
CIB10637_006791	CIB10637_006791	CIB10637_006791-T1	protein_coding	0	4	0	52	0	0	0	0	0	0	0	27	0	0	11	0	0	0	0	0	0	0	0	0	4	14
CIB10637_006792	CIB10637_006792	CIB10637_006792-T1	protein_coding	1	3	3	33	0	0	0	0	0	0	0	21	1	0	0	3	0	0	0	0	0	0	0	0	3	12
CIB10637_006793	CIB10637_006793	CIB10637_006793-T1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CIB10637_006794	CIB10637_006794	CIB10637_006794-T1	protein_coding	0	1	1	39	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	17
CIB10637_006796	CIB10637_006796	CIB10637_006796-T1	protein_coding	0	1	0	34	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	15
CIB10637_006797	CIB10637_006797	CIB10637_006797-T1	protein_coding	0	1	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	14
CIB10637_006801	CIB10637_006801	CIB10637_006801-T1	protein_coding	0	0	4	34	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	19
CIB10637_006802	CIB10637_006802	CIB10637_006802-T1	protein_coding	0	0	1	35	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	20
CIB10637_006803	CIB10637_006803	CIB10637_006803-T1	protein_coding	1	3	3	49	0	0	0	0	0	0	0	27	1	0	1	3	0	0	0	1	0	0	0	0	3	21
CIB10637_006804	CIB10637_006804	CIB10637_006804-T1	protein_coding	0	3	1	108	1	0	2	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	3	82
CIB10637_006804	CIB10637_006804	CIB10637_006804-T2	protein_coding	0	2	1	109	1	0	3	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	2	82
CIB10637_006805	CIB10637_006805	CIB10637_006805-T1	protein_coding	0	2	5	89	0	0	0	0	0	0	0	9	0	0	1	5	0	0	0	1	0	0	0	0	1	80
CIB10637_006806	CIB10637_006806	CIB10637_006806-T1	protein_coding	0	0	2	91	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	85
CIB10637_006807	CIB10637_006807	CIB10637_006807-T1	protein_coding	0	0	1	96	0	0	0	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	0	0	0	21
CIB10637_006808	CIB10637_006808	CIB10637_006808-T1	protein_coding	0	2	0	44	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	2	36
CIB10637_006809	CIB10637_006809	CIB10637_006809-T1	protein_coding	0	5	13	56	1	0	3	1	0	4	2	21	0	0	2	6	0	0	0	0	0	0	0	0	5	29
CIB10637_006809	CIB10637_006809	CIB10637_006809-T2	protein_coding	0	5	13	56	1	0	4	1	0	4	2	21	0	0	1	6	0	0	0	0	0	0	0	0	5	29
CIB10637_006810	CIB10637_006810	CIB10637_006810-T1	protein_coding	0	6	1	72	0	0	0	0	0	0	0	34	0	0	2	1	0	0	0	1	0	0	0	0	5	37
CIB10637_006811	CIB10637_006811	CIB10637_006811-T1	protein_coding	0	4	4	43	0	0	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	4	27
CIB10637_006812	CIB10637_006812	CIB10637_006812-T1	protein_coding	0	0	1	36	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	23
CIB10637_006814	CIB10637_006814	CIB10637_006814-T1	protein_coding	0	0	2	31	0	0	0	0	0	0	0	10	0	0	5	2	0	0	0	0	0	0	0	0	0	16
CIB10637_006815	CIB10637_006815	CIB10637_006815-T1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CIB10637_006817	CIB10637_006817	CIB10637_006817-T1	protein_coding	0	3	0	37	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	19
CIB10637_006818	CIB10637_006818	CIB10637_006818-T1	protein_coding	0	0	1	37	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	26
CIB10637_006819	CIB10637_006819	CIB10637_006819-T1	protein_coding	0	0	3	38	0	0	0	0	0	0	0	12	0	0	2	3	0	0	0	0	0	0	0	0	0	24
CIB10637_006820	CIB10637_006820	CIB10637_006820-T1	protein_coding	0	6	8	29	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	6	18
CIB10637_006821	CIB10637_006821	CIB10637_006821-T1	protein_coding	0	1	1	37	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	9
CIB10637_006822	CIB10637_006822	CIB10637_006822-T1	protein_coding	0	3	1	58	0	0	0	0	0	0	0	28	0	0	1	1	0	0	0	0	0	0	0	0	3	29
CIB10637_006823	CIB10637_006823	CIB10637_006823-T1	protein_coding	0	1	1	42	5	0	0	0	0	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	1	20
CIB10637_006825	CIB10637_006825	CIB10637_006825-T1	protein_coding	0	0	2	42	0	0	0	0	0	0	0	20	0	0	3	2	0	0	0	0	0	0	0	0	0	19
CIB10637_006826	CIB10637_006826	CIB10637_006826-T1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	0	22
CIB10637_006828	CIB10637_006828	CIB10637_006828-T1	protein_coding	0	3	1	40	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	3	20
CIB10637_006829	CIB10637_006829	CIB10637_006829-T1	protein_coding	0	1	2	114	0	0	0	0	0	0	0	28	0	0	2	2	0	0	0	0	0	0	0	0	1	84
CIB10637_006830	CIB10637_006830	CIB10637_006830-T1	protein_coding	0	0	0	132	0	0	0	0	0	0	0	43	0	0	6	0	0	0	0	0	0	0	0	0	0	83
CIB10637_006832	CIB10637_006832	CIB10637_006832-T1	protein_coding	0	2	0	73	3	1	8	0	0	0	0	45	0	0	2	0	0	0	0	1	0	0	0	0	0	16
CIB10637_006833	CIB10637_006833	CIB10637_006833-T1	protein_coding	0	3	1	33	0	0	0	0	0	0	0	19	0	0	2	1	0	0	0	0	0	0	0	0	3	12
CIB10637_006834	CIB10637_006834	CIB10637_006834-T1	protein_coding	0	2	0	30	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	2	13
CIB10637_006836	CIB10637_006836	CIB10637_006836-T1	protein_coding	0	0	1	29	0	0	0	0	0	0	0	14	0	0	2	1	0	0	0	0	0	0	0	0	0	13
CIB10637_006837	CIB10637_006837	CIB10637_006837-T1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CIB10637_006838	CIB10637_006838	CIB10637_006838-T1	protein_coding	0	0	1	27	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	18
CIB10637_006839	CIB10637_006839	CIB10637_006839-T1	protein_coding	0	0	1	41	4	0	3	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CIB10637_006840	CIB10637_006840	CIB10637_006840-T1	protein_coding	0	2	2	35	0	0	0	0	0	0	0	19	0	0	1	2	0	0	0	0	0	0	0	0	2	15
CIB10637_006841	CIB10637_006841	CIB10637_006841-T1	protein_coding	0	0	0	34	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CIB10637_006842	CIB10637_006842	CIB10637_006842-T1	protein_coding	0	3	1	34	0	0	0	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	3	15
CIB10637_006843	CIB10637_006843	CIB10637_006843-T1	protein_coding	0	2	0	30	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	16
CIB10637_006844	CIB10637_006844	CIB10637_006844-T1	protein_coding	0	1	1	26	6	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	1	8
CIB10637_006845	CIB10637_006845	CIB10637_006845-T1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CIB10637_006852	CIB10637_006852	CIB10637_006852-T1	protein_coding	0	1	1	34	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	11
CIB10637_006854	CIB10637_006854	CIB10637_006854-T1	protein_coding	5	4	7	44	0	0	0	0	0	0	0	22	1	0	3	7	0	0	0	0	0	4	0	0	4	19
CIB10637_006856	CIB10637_006856	CIB10637_006856-T1	protein_coding	0	1	0	48	1	1	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	25
CIB10637_006857	CIB10637_006857	CIB10637_006857-T1	protein_coding	0	0	4	70	12	0	0	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	34
CIB10637_006858	CIB10637_006858	CIB10637_006858-T1	protein_coding	0	2	1	56	0	0	0	0	0	0	0	19	0	0	3	1	0	0	0	0	0	0	0	0	2	34
CIB10637_006859	CIB10637_006859	CIB10637_006859-T1	protein_coding	0	1	1	82	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	1	50
CIB10637_006860	CIB10637_006860	CIB10637_006860-T1	protein_coding	0	2	6	84	23	0	2	0	0	0	0	10	0	0	3	6	0	0	0	2	0	0	0	0	1	47
CIB10637_006862	CIB10637_006862	CIB10637_006862-T1	protein_coding	0	0	2	57	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	37
CIB10637_006863	CIB10637_006863	CIB10637_006863-T1	protein_coding	0	0	1	53	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	33
CIB10637_006864	CIB10637_006864	CIB10637_006864-T1	protein_coding	0	0	0	54	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CIB10637_006865	CIB10637_006865	CIB10637_006865-T1	protein_coding	0	2	2	51	0	0	0	0	0	0	0	29	0	0	2	2	0	0	0	0	0	0	0	0	2	20
CIB10637_006866	CIB10637_006866	CIB10637_006866-T1	protein_coding	0	1	0	66	7	1	6	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	26
CIB10637_006867	CIB10637_006867	CIB10637_006867-T1	protein_coding	0	0	1	53	6	0	3	0	0	0	0	12	0	0	3	1	0	0	0	0	0	0	0	0	0	29
CIB10637_006868	CIB10637_006868	CIB10637_006868-T1	protein_coding	0	0	1	40	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CIB10637_006870	CIB10637_006870	CIB10637_006870-T1	protein_coding	0	0	1	34	2	0	0	0	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	0	14
CIB10637_006870	CIB10637_006870	CIB10637_006870-T2	protein_coding	0	0	1	34	2	0	0	0	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	0	14
CIB10637_006873	CIB10637_006873	CIB10637_006873-T1	protein_coding	0	1	0	30	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	17
CIB10637_006874	CIB10637_006874	CIB10637_006874-T1	protein_coding	0	2	2	35	7	0	4	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	13
CIB10637_006876	CIB10637_006876	CIB10637_006876-T1	protein_coding	0	1	1	37	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	16
CIB10637_006877	CIB10637_006877	CIB10637_006877-T1	protein_coding	0	5	2	50	0	0	0	0	0	0	0	25	0	0	1	2	0	0	0	0	0	0	0	0	5	24
CIB10637_006878	CIB10637_006878	CIB10637_006878-T1	protein_coding	0	1	2	50	0	0	0	0	0	0	0	37	0	0	1	2	0	0	0	0	0	0	0	0	1	12
CIB10637_006879	CIB10637_006879	CIB10637_006879-T1	protein_coding	0	0	1	42	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	27
CIB10637_006880	CIB10637_006880	CIB10637_006880-T1	protein_coding	0	0	2	40	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	26
CIB10637_006881	CIB10637_006881	CIB10637_006881-T1	protein_coding	0	1	0	36	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	11
CIB10637_006882	CIB10637_006882	CIB10637_006882-T1	protein_coding	0	0	2	27	1	0	1	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	13
CIB10637_006883	CIB10637_006883	CIB10637_006883-T1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	15
CIB10637_006885	CIB10637_006885	CIB10637_006885-T1	protein_coding	0	1	4	27	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	1	15
CIB10637_006887	CIB10637_006887	CIB10637_006887-T1	protein_coding	0	0	1	25	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	10
CIB10637_006888	CIB10637_006888	CIB10637_006888-T1	protein_coding	0	1	1	26	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	11
CIB10637_006890	CIB10637_006890	CIB10637_006890-T1	protein_coding	0	0	0	49	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	36
CIB10637_006892	CIB10637_006892	CIB10637_006892-T1	protein_coding	0	3	4	53	0	0	0	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	3	24
CIB10637_006893	CIB10637_006893	CIB10637_006893-T1	protein_coding	0	2	2	64	0	0	0	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	2	30
CIB10637_006894	CIB10637_006894	CIB10637_006894-T1	protein_coding	2	0	3	50	0	0	0	0	0	0	0	29	2	0	0	3	0	0	0	0	0	0	0	0	0	21
CIB10637_006895	CIB10637_006895	CIB10637_006895-T1	protein_coding	0	1	0	56	0	0	0	0	0	0	0	23	0	0	7	0	0	0	0	1	0	0	0	0	0	27
CIB10637_006897	CIB10637_006897	CIB10637_006897-T1	protein_coding	0	1	2	52	0	0	0	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	1	16
CIB10637_006898	CIB10637_006898	CIB10637_006898-T1	protein_coding	0	1	0	41	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	15
CIB10637_006899	CIB10637_006899	CIB10637_006899-T1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	29
CIB10637_006901	CIB10637_006901	CIB10637_006901-T1	protein_coding	0	2	2	40	0	0	0	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	2	14
CIB10637_006902	CIB10637_006902	CIB10637_006902-T1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CIB10637_006903	CIB10637_006903	CIB10637_006903-T1	protein_coding	0	0	1	25	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	17
CIB10637_006904	CIB10637_006904	CIB10637_006904-T1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CIB10637_006905	CIB10637_006905	CIB10637_006905-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CIB10637_006906	CIB10637_006906	CIB10637_006906-T1	protein_coding	0	1	0	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	5
CIB10637_006911	CIB10637_006911	CIB10637_006911-T1	protein_coding	4	0	1	41	0	0	0	0	0	0	0	22	4	0	1	1	0	0	0	0	0	1	0	0	0	18
CIB10637_006912	CIB10637_006912	CIB10637_006912-T1	protein_coding	0	2	1	47	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	2	21
CIB10637_006916	CIB10637_006916	CIB10637_006916-T1	protein_coding	0	0	1	43	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	17
CIB10637_006918	CIB10637_006918	CIB10637_006918-T1	protein_coding	0	0	1	35	2	0	1	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	20
CIB10637_006923	CIB10637_006923	CIB10637_006923-T1	protein_coding	0	2	4	42	0	0	0	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	2	15
CIB10637_006925	CIB10637_006925	CIB10637_006925-T1	protein_coding	0	6	1	53	0	0	0	0	0	0	0	19	0	0	1	1	0	0	0	1	0	0	0	0	5	34
CIB10637_006926	CIB10637_006926	CIB10637_006926-T1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CIB10637_006928	CIB10637_006928	CIB10637_006928-T1	protein_coding	0	0	1	38	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	20
CIB10637_006930	CIB10637_006930	CIB10637_006930-T1	protein_coding	0	1	1	46	10	0	0	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	1	17
CIB10637_006931	CIB10637_006931	CIB10637_006931-T1	protein_coding	0	0	3	38	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	20
CIB10637_006933	CIB10637_006933	CIB10637_006933-T1	protein_coding	0	1	0	36	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CIB10637_006935	CIB10637_006935	CIB10637_006935-T1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_006936	CIB10637_006936	CIB10637_006936-T1	protein_coding	0	0	2	30	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	17
CIB10637_006937	CIB10637_006937	CIB10637_006937-T1	protein_coding	0	3	2	34	0	0	0	0	0	0	0	16	0	0	4	2	0	0	0	0	0	0	0	0	3	14
CIB10637_006939	CIB10637_006939	CIB10637_006939-T1	protein_coding	0	0	1	27	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CIB10637_006941	CIB10637_006941	CIB10637_006941-T1	protein_coding	0	1	0	24	1	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	11
CIB10637_006942	CIB10637_006942	CIB10637_006942-T1	protein_coding	0	0	5	19	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	11
CIB10637_006943	CIB10637_006943	CIB10637_006943-T1	protein_coding	0	4	9	93	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	4	85
CIB10637_006944	CIB10637_006944	CIB10637_006944-T1	protein_coding	0	4	0	112	0	0	0	0	0	0	0	90	0	0	4	0	0	0	0	1	0	0	0	0	3	19
CIB10637_006945	CIB10637_006945	CIB10637_006945-T1	protein_coding	1	3	2	28	0	0	0	0	0	0	0	15	1	0	1	2	0	0	0	1	0	0	0	0	2	13
CIB10637_006946	CIB10637_006946	CIB10637_006946-T1	protein_coding	0	0	2	31	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	14
CIB10637_006947	CIB10637_006947	CIB10637_006947-T1	protein_coding	0	1	1	39	0	0	0	0	0	0	0	19	0	0	1	1	0	0	0	0	0	0	0	0	1	19
CIB10637_006948	CIB10637_006948	CIB10637_006948-T1	protein_coding	1	0	1	23	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	0	0	0	10
CIB10637_006950	CIB10637_006950	CIB10637_006950-T1	protein_coding	0	3	2	36	0	0	3	0	0	0	0	10	0	0	1	2	0	0	0	0	0	0	0	0	3	22
CIB10637_006950	CIB10637_006950	CIB10637_006950-T2	protein_coding	0	1	1	39	0	0	7	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	22
CIB10637_006951	CIB10637_006951	CIB10637_006951-T1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CIB10637_006953	CIB10637_006953	CIB10637_006953-T1	protein_coding	0	1	2	101	2	0	1	0	0	0	0	20	0	0	1	2	0	0	0	0	0	0	0	0	1	77
CIB10637_006955	CIB10637_006955	CIB10637_006955-T1	protein_coding	0	2	3	102	0	0	0	0	0	0	0	75	0	0	0	3	0	0	0	0	0	0	0	0	2	27
CIB10637_006956	CIB10637_006956	CIB10637_006956-T1	protein_coding	0	6	10	109	0	0	0	0	0	0	0	40	0	0	4	10	0	0	0	1	0	0	0	0	5	66
CIB10637_006957	CIB10637_006957	CIB10637_006957-T1	protein_coding	0	1	12	61	0	0	0	0	0	0	0	30	0	0	0	12	0	0	0	0	0	0	0	0	1	31
CIB10637_006958	CIB10637_006958	CIB10637_006958-T1	protein_coding	0	0	1	64	0	0	0	0	0	0	0	33	0	0	2	1	0	0	0	0	0	0	0	0	0	29
CIB10637_006959	CIB10637_006959	CIB10637_006959-T1	protein_coding	0	3	4	60	3	0	6	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	3	36
CIB10637_006960	CIB10637_006960	CIB10637_006960-T1	protein_coding	0	0	2	51	0	0	0	0	0	0	0	16	0	0	2	2	0	0	0	0	0	0	0	0	0	33
CIB10637_006961	CIB10637_006961	CIB10637_006961-T1	protein_coding	0	5	3	44	0	0	0	0	0	0	0	18	0	0	1	3	0	0	0	0	0	0	0	0	5	25
CIB10637_006962	CIB10637_006962	CIB10637_006962-T1	protein_coding	0	7	3	36	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	7	23
CIB10637_006963	CIB10637_006963	CIB10637_006963-T1	protein_coding	0	1	2	40	0	0	0	0	0	0	0	18	0	0	2	2	0	0	0	0	0	0	0	0	1	20
CIB10637_006966	CIB10637_006966	CIB10637_006966-T1	protein_coding	0	4	6	119	0	0	0	0	0	0	0	9	0	0	4	6	0	0	0	0	0	0	0	0	4	106
CIB10637_006967	CIB10637_006967	CIB10637_006967-T1	protein_coding	0	2	1	199	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	2	141
CIB10637_006968	CIB10637_006968	CIB10637_006968-T1	protein_coding	0	12	17	226	10	1	8	0	0	0	0	133	0	0	0	17	0	0	0	0	0	0	0	0	11	75
CIB10637_006969	CIB10637_006969	CIB10637_006969-T1	protein_coding	1	14	12	271	0	0	0	0	0	0	0	125	1	0	22	12	0	0	0	0	0	0	0	0	14	124
CIB10637_006971	CIB10637_006971	CIB10637_006971-T1	protein_coding	0	11	7	247	0	0	0	0	0	0	0	117	0	0	5	7	0	0	0	0	0	0	0	0	11	125
